SITECODE,SITENAME,GNIS_NAME,lon,lat
USGS02081022,"ROANOKE RIVER NEAR OAK CITY, N",Roanoke River,-77.21527778,36.01361111
USGS0208102845,CONIOTT CREEK NEAR MOUTH NEAR,Coniott Creek,-77.07222222,35.94444444
USGS0208102855,ROANOKE RIVER AB SR1100 NR GRA,Roanoke River,-77.06944444,35.94438611
USGS02081051,CONOHO CREEK AT MOUTH NEAR WI,Conoho Creek,-77.04388889,35.87583333
USGS02081054,"ROANOKE RIVER AT WILLIAMSTON,",Roanoke River,-77.04027778,35.85972222
USGS02081094,"ROANOKE RIVER AT JAMESVILLE, N",Roanoke River,-76.89277778,35.81305556
USGS02081133,CASHIE R AB SANS SOUCI FERRY N,Cashie River,-76.845,35.9275
USGS0208113400,CASHIE RIVER AT SANS SOUCI FER,Cashie River,-76.817775,35.91216389
USGS0208114150,ROANOKE RIVER AT NC 45 NR WEST,Roanoke River,-76.72277778,35.915
USGS0208114301,ROANOKE RIVER AT LT3 NR ALBEMA,"",-76.6560637011574,35.9322197036994
USGS02081510,FOUNDRY BRANCH AT MOUTH NEAR O,Hachers Run,-78.58944444,36.27805556
USGS02081511,"FISHING CREEK NR OXFORD, NC",Fishing Creek,-78.59111111,36.26944444
USGS02084472,"PAMLICO RIVER AT WASHINGTON, N",Pamlico River,-77.06194444,35.54333333
USGS02084557,"VAN SWAMP NEAR HOKE, NC","",-76.74611111,35.7308333300001
USGS0208500600,"CATES CREEK NR HILLSBOROUGH, N",Cates Creek,-79.0873957696956,36.0654776420776
USGS0208501535,STROUDS CR AT ST MARYS RD NR H,Strouds Creek,-79.0643964801488,36.0869113330201
USGS02085430,"DEEP CREEK NEAR MORIAH, NC",Deep Creek,-78.8890557772834,36.2400546294241
USGS0208725055,BLACK CR AT WESTON PARKWAY NR,"",-78.7861449421042,35.8302068660289
USGS0208726370,RICHLANDS CREEK AT SCHENK FORE,Richland Creek,-78.7200284129234,35.8341978888861
USGS0208726995,HARE SNIPE CREEK AT SR 1822 NR,Hare Snipe Creek,-78.6976354793857,35.8756727666434
USGS0208730725,BEAVERDM CREEK AT GLENWOOD AVE,Beaverdam Creek,-78.66083333,35.81666667
USGS0208732610,PIGEON HOUSE BR AT CRABTREE BL,Pigeon House Branch,-78.6137559855866,35.8066695318837
USGS02087580,"SWIFT CREEK NEAR APEX, NC",Swift Creek,-78.75222222,35.71888889
USGS0208758440,DUTCHMANS BR AT SR 1386 NR MCC,Dutchmans Branch,-78.7347523987324,35.6912563173649
USGS0208762750,UNNAMED TRIB TO SWIFT CR NR YA,"",-78.67611111,35.73194444
USGS0208794555,CAMP BRANCH AT SR 1390 NR HOLL,Camp Branch,-78.77,35.6622222200001
USGS02089500,"NEUSE RIVER AT KINSTON, NC",Neuse River,-77.58555556,35.25777778
USGS02091500,"CONTENTNEA CREEK AT HOOKERTON,",Contentnea Creek,-77.5825,35.42888889
USGS0209173200,"SANDY RUN NEAR LIZZIE, NC",Sandy Run,-77.55858148,35.53155032
USGS02091814,NEUSE RIVER NEAR FORT BARNWELL,Neuse River,-77.30277778,35.31388889
USGS02092162,"NEUSE RIVER AT NEW BERN, NC",Neuse River,-77.03277778,35.10944444
USGS0209303205,NEW RIVER BELOW HWY17 BRIDGE A,New River,-77.43777778,34.74888889
USGS0209318667,NEW RIVER AT LIGHT 50 NR JACKS,New River,-77.4384714987572,34.7440958495934
USGS0209517912,"N BUFFALO CREEK AT GREENSBORO,","",-79.8289670380652,36.0883719420004
USGS0209647280,SERVICE CREEK ABOVE DRY CREEK,Service Creek,-79.4032017167075,36.1102628828022
USGS0209647295,DRY CR ABOVE SERVICE CREEK AT,"",-79.4035406147681,36.1087328288659
USGS0209665940,ROCK CR TRIB AT STONEY CR GOLF,"",-79.599925521955,36.0649288353812
USGS0209665990,ROCK CR ABOVE ROCK CR TRIB NR,Rock Creek,-79.5979904723427,36.0662371409252
USGS0209679804,LITTLE ALAMANCE CR AT SR 2309,Little Alamance Creek,-79.4103854153395,36.0360683871242
USGS0209695780,BROOKS CR AT EDDIE PERRY RD NR,Brooks Creek,-79.1675574040447,35.7761742432825
USGS0209697900,"POKEBERRY CREEK NR PITTSBORO,",Pokeberry Creek,-79.1202800047755,35.7743916764011
USGS02097355,BOLIN CREEK AB FRANKLIN ST NEA,Bolin Creek,-79.03833333,35.92722222
USGS0209737400,BOLIN CR AT US 15-501 NR CHAPE,Bolin Creek,-79.0261739710199,35.9247970000067
USGS02097464,"MORGAN CREEK NEAR WHITE CROSS,",Morgan Creek,-79.115,35.92361111
USGS0209750881,WILSON CR AT MOUTH NR CHAPEL H,Wilson Creek,-79.0609424792982,35.8919102205714
USGS02099238,BULL RUN AT NC 29/70 NR JAMEST,Bull Run,-79.92666667,35.99805556
USGS02099480,"RICHLAND CREEK NR ARCHDALE, NC",Richland Creek,-79.93222222,35.94111111
USGS02100295,HASKETTS CR BELOW SR2149 NEAR,Hasketts Creek,-79.78833333,35.76305556
USGS02100634,"VESTAL CREEK NR ASHEBORO, NC",Vestal Creek,-79.77694444,35.65916667
USGS02105500,CAPE FEAR R AT WILM O HUSKE LO,"",-78.82055556,34.84583333
USGS02105769,CAPE FEAR R AT LOCK #1 NR KELL,Cape Fear River,-78.29361111,34.40444444
USGS02107544,"BLACK RIVER NEAR CURRIE, NC","",-78.1393554846965,34.4418802016249
USGS02107576,"CAPE FEAR RIVER AT NAVASSA, NC",Cape Fear River,-77.98763889,34.26022222
USGS02108566,NORTHEAST CAPE FEAR R NR BURGA,Northeast Cape Fear River,-77.87527778,34.59833333
USGS02108690,NE CAPE FEAR RIVER NEAR WILMIN,Northeast Cape Fear River,-77.94819444,34.25883333
USGS02108820,CAPE FEAR R AT CHNL MKR 12 NR,Cape Fear River,-77.9364648209276,34.075853377493
USGS02110400,"BUCK CREEK NEAR LONGS, SC",Buck Creek,-78.71973988,33.95350502
USGS02110500,"WACCAMAW RIVER NEAR LONGS, SC",Waccamaw River,-78.71501746,33.9126719
USGS02110701,"CRABTREE SWAMP AT CONWAY,SC",Crab Tree Swamp,-79.04114712,33.86100349
USGS02110704,WACCAMAW RIVER AT CONWAY MARIN,Waccamaw River,-79.04364735,33.82989258
USGS02110802,"WACCAMAW RIVER AT BUCKSPORT, S",Waccamaw River,-79.09420639,33.64905837
USGS02110809,WACCAMAW R @ WACHESAW LAND. NR,Waccamaw River,-79.08587299,33.56211324
USGS021108125,WACCAMAW RIVER NEAR PAWLEYS IS,Waccamaw River,-79.129515159187,33.5069540591409
USGS02110815,WACCAMAW R NR HAGLEY LAND. NR,Waccamaw River,-79.17393413,33.44461245
USGS0211583580,BOWEN BRANCH NR MOUTH AT WINST,"",-80.2132631377779,36.1180130470928
USGS02124692,"GOOSE CR AT FAIRVIEW, NC",Goose Creek,-80.53527778,35.15361111
USGS02130561,PEE DEE RIVER NR BENNETTSVILLE,Great Pee Dee River,-79.7883963,34.60626798
USGS02131221,"PEE DEE RIVER AT POSTON, SC",Great Pee Dee River,-79.4000984430347,33.8911237447675
USGS02135060,"CHINNERS SWAMP NEAR AYNOR,SC",Chinners Swamp,-79.24060073,33.97349872
USGS02135200,PEE DEE RIVER AT HWY 701 NR BU,Great Pee Dee River,-79.15448742,33.66100242
USGS02136358,"SAMPIT RIVER NEAR GEORGETOWN,",Sampit River,-79.3832936280084,33.3625924135746
USGS0214269560,"KILLIAN CREEK NEAR MARIPOSA, N",Killian Creek,-81.0300002371086,35.4342785445178
USGS02146300,"IRWIN CREEK NEAR CHARLOTTE, NC",Irwin Creek,-80.90444444,35.19777778
USGS02146348,"COFFEY CREEK NR CHARLOTTE, NC",Coffey Creek,-80.92694444,35.14583333
USGS02146409,LTL SUGAR CR AT MEDICAL CENTER,Little Sugar Creek,-80.83694444,35.20361111
USGS0214642825,"BRIAR CREEK NEAR CHARLOTTE, NC",Brier Creek,-80.7713383580334,35.2356262677984
USGS0214645022,BRIAR CR ABOVE COLONY RD AT CH,Brier Creek,-80.8312207258362,35.1753893452935
USGS02146507,LITTLE SUGAR C AT ARCHDALE DR,Little Sugar Creek,-80.85777778,35.14805556
USGS021473423,"WILDCAT CREEK NEAR ROCK HILL,",Wildcat Creek,-81.06785556,34.944032
USGS021473426,TOOLS FORK CREEK NEAR ROCK HIL,Tools Fork,-81.10618816,34.95653054
USGS021473428,"WILDCAT CREEK BELOW ROCK HILL,",Wildcat Creek,-81.0694225315286,34.8896123601132
USGS02148000,"WATEREE RIVER NR. CAMDEN, SC",Wateree River,-80.65396966,34.24459385
USGS02148315,"WATEREE R. BL EASTOVER, SC",Wateree River,-80.62036453,33.8284893300001
USGS02156500,"BROAD RIVER NEAR CARLISLE, S.",Broad River,-81.42120895,34.59513932
USGS02160105,"TYGER RIVER NEAR DELTA, SC",Tyger River,-81.54815796,34.53541633
USGS02160700,"ENOREE RIVER AT WHITMIRE ,SC",Enoree River,-81.59815943,34.50930392
USGS02160991,"BROAD RIVER NEAR JENKINSVILLE,",Broad River,-81.33037465,34.26070285
USGS02163001,"SALUDA RIVER NEAR WILLIAMSTON,",Saluda River,-82.44401468,34.61483661
USGS02167600,"SALUDA R NEAR PROSPERITY, SC",Saluda River,-81.5683016935345,34.0996456731191
USGS02167716,LITTLE SALUDA R NEAR PROSPERIT,Little Saluda River,-81.5620485320533,34.0799626614384
USGS02168504,SALUDA RIVER BELOW LK MURRAY D,Saluda River,-81.20954183,34.0509822
USGS02169000,"SALUDA RIVER NEAR COLUMBIA, SC",Saluda River,-81.0878717,34.01404162
USGS02171500,"SANTEE RIVER NEAR PINEVILLE, S",Santee River,-80.14147189,33.45433217
USGS02172020,W BRANCH COOPER R @ PIMLICO NR,West Branch Cooper River,-79.94897081,33.09350421
USGS02172040,BACK RIVER AT DUPONT INTAKE NR,"",-79.95702707,33.06378245
USGS02172053,COOPER R AT MOBAY NR N CHARLES,Cooper River,-79.92286115,32.9835058
USGS0217206953,"OLD HOUSE CREEK NEAR WANDO, SC",Old House Creek,-79.8005259790886,32.9514890424968
USGS021720713,SHEM CREEK NEAR MOUNT PLEASANT,Shem Creek,-79.8540049400372,32.8133184222047
USGS02172076,GREAT CYPRESS SWAMP NEAR RIDGE,"",-80.2650951,33.08655693
USGS02172080,ASHLEY R NR SUMMERVILLE S C,Ashley River,-80.25287445,32.9685046100001
USGS021720812,ASHLEY RIVER NEAR COOKE CROSSR,Ashley River,-80.1646614201972,32.946402276358
USGS021720813,SAWMILL BRANCH AT I-26 NEAR SU,Sawmill Branch,-80.145384800885,33.0354127898557
USGS021720817,EAGLE CREEK NEAR NORTH CHARLES,Eagle Creek,-80.1593570694163,32.9506752568317
USGS021720875,"BULLS CREEK NEAR DRAYTON HALL,",Bulls Creek,-80.0385196156215,32.8182161013547
USGS02172110,"PARROT CREEK AT JAMES ISLAND,",Parrot Point Creek,-79.92925552,32.72790007
USGS02175000,"EDISTO RIVER NR GIVHANS, SC",Edisto River,-80.39148762,33.02794645
USGS02176585,"BRICKYARD CREEK NEAR BEAUFORT,",Brickyard Creek,-80.69260604,32.47407909
USGS02176587,"ALBERGOTTI CREEK AT BEAUFORT,",Albergottie Creek,-80.70177292,32.45324693
USGS02176589,"BEAUFORT RIVER ABOVE BEAUFORT,","",-80.68177284,32.45408014
USGS02176603,"BEAUFORT RIVER AT BEAUFORT, SC",Beaufort River,-80.66927306,32.42741485
USGS02176611,BEAUFORT RIVER NEAR PORT ROYAL,Beaufort River,-80.6753845,32.39463887
USGS02176635,"BATTERY CREEK AT PORT ROYAL, S",Battery Creek,-80.71455135,32.37714011
USGS02176640,BEAUFORT RIVER AT PARRIS ISLAN,Beaufort River,-80.66899604,32.35019676
USGS02176711,"MAY RIVER NEAR PRITCHARDVILLE,",May River,-80.92027778,32.22361111
USGS02176720,"MAY RIVER NEAR BLUFFTON, SC",May River,-80.86944444,32.23166667
USGS02176735,MAY RIVER BELOW BRIGHTON BEACH,May River,-80.83333333,32.21305556
USGS02198840,SAVANNAH RIVER NEAR PORT WENTW,Savannah River,-81.15122387,32.2357548100001
USGS02198920,"SAVANNAH RIVER AT GA 25, AT PO",Front River,-81.15372365,32.1660358
USGS021989773,"SAVANNAH RIVER AT USACE DOCK,",Savannah River,-81.0822196103232,32.0811337708853
USGS022035975,HUDSON CREEK AT MERIDIAN LANDI,Hudson Creek,-81.3621946099794,31.4533583557276
USGS02203603,SOUTH RIVER AT SPRINGDALE ROAD,"",-84.41527778,33.68388889
USGS02203655,SOUTH RIVER AT FORREST PARK RO,South River,-84.35798073,33.67899706
USGS02203700,INTRENCHMENT CREEK NEAR ATLANT,Intrenchment Creek,-84.33047982,33.68899661
USGS02204070,"SOUTH RIVER AT KLONDIKE ROAD,",South River,-84.12852772,33.6298322800001
USGS02204115,"HONEY CREEK AT TURNER ROAD, NE",Honey Creek,-84.08416667,33.67472222
USGS02204118,"HONEY CREEK AT HURST ROAD, NEA",Honey Creek,-84.08416667,33.66222222
USGS02204130,"HONEY CREEK AT GA 212, NEAR CO",Honey Creek,-84.06408054,33.57983406
USGS02204230,BIG COTTON INDIAN CR AT GA 138,Big Cotton Indian Creek,-84.17880716,33.55122272
USGS02204468,"WALNUT CREEK AT AIRLINE ROAD,",Walnut Creek,-84.09916667,33.48583333
USGS02205000,WILDCAT CREEK NEAR LAWRENCEVIL,Wildcat Creek,-84.005,34.00194444
USGS02205522,"PEW CREEK AT PATTERSON RD, NEA",Pew Creek,-84.03768802,33.92593719
USGS02206314,"JACKSON CREEK AT LESTER ROAD,",Jackson Creek,-84.09555556,33.89583333
USGS02207120,"YELLOW RIVER AT GA 124, NEAR L",Yellow River,-84.05824746,33.77288522
USGS02207185,"NO BUSINESS CREEK AT LEE ROAD,",No Business Creek,-84.03796879,33.77816313
USGS02207220,YELLOW RIVER AT PLEASANT HILL,Yellow River,-84.06185903,33.7337194500001
USGS02207335,YELLOW RIVER AT GEES MILL ROAD,Yellow River,-83.93805556,33.66694444
USGS02207385,BIG HAYNES CREEK AT LENORA ROA,Big Haynes Creek,-83.99018809,33.81510733
USGS02207400,BRUSHY FORK CREEK AT BEAVER RO,Brushy Fork,-83.94240756,33.82149715
USGS02208130,"SHOAL CREEK AT PAPER MILL RD,",Shoal Creek,-83.94833333,33.94972222
USGS02208150,"ALCOVY RIVER AT NEW HOPE ROAD,",Alcovy River,-83.88795822,33.91760731
USGS02213450,LITTLE TOBESOFKEE CREEK NEAR B,Little Tobesofkee Creek,-83.8955189299026,32.9000792606251
USGS02213700,OCMULGEE RIVER NEAR WARNER ROB,Ocmulgee River,-83.60296027,32.6715317
USGS02217274,WHEELER CREEK AT BILL CHEEK RO,Wheeler Creek,-83.85462173,34.08232722
USGS02217293,LITTLE MULBERRY RIVER AT GA 21,Little Mulberry River,-83.78545168,34.06205155
USGS02217471,"BEECH CREEK AT GA 211, NEAR ST",Beech Creek,-83.60638889,34.02027778
USGS02218565,"APALACHEE RIVER AT FENCE ROAD,",Apalachee River,-83.89406798,34.01038289
USGS02218700,APALACHEE RIVER NEAR BETHLEHEM,Apalachee River,-83.7235058,33.90066727
USGS02221000,"MURDER CREEK NEAR MONTICELLO,",Murder Creek,-83.6619674127334,33.4151528997464
USGS02232400,"ST. JOHNS RIVER NEAR COCOA, FL","",-80.87255777,28.36972837
USGS02232500,ST. JOHNS RIVER NEAR CHRISTMAS,"",-80.94339195,28.54305529
USGS02234000,ST. JOHNS RIVER ABOVE LAKE HAR,"",-81.03533743,28.71416111
USGS02234500,"ST. JOHNS RIVER NEAR SANFORD,","",-81.32423228,28.83804694
USGS02235400,ST JOHNS RIVER AT MARKER 88 NE,"",-81.3578179829008,28.9006097205207
USGS02235495,ST. JOHNS RIVER AB BLUE SPRING,"",-81.34478688,28.93943195
USGS02236000,"ST. JOHNS RIVER NEAR DE LAND,","",-81.38256513,29.00831827
USGS02236125,"ST. JOHNS RIVER AT ASTOR, FL","",-81.52201572,29.16692445
USGS02244040,ST. JOHNS R AT BUFFALO BLUFF N,"",-81.683138,29.5963582
USGS02244440,"DUNNS CREEK NEAR SATSUMA, FL",Dunns Creek,-81.62619101,29.57774783
USGS02245260,"DEEP CREEK AT SPUDS, FL",Deep Creek,-81.48674424,29.72969147
USGS02246318,ORTEGA RIVER AT KIRWIN ROAD NE,Ortega River,-81.76843154,30.19635087
USGS02246895,SAN SEBASTIAN RIVER AT ST. AUG,San Sebastian River,-81.32257293,29.89219101
USGS02262900,"BOGGY CREEK NEAR TAFT, FL",Boggy Creek,-81.31062467,28.37139699
USGS02263692,SHINGLE CREEK AT OAK RIDGE ROA,"",-81.42923779,28.47194903
USGS02264000,"CYPRESS CREEK AT VINELAND, FL","",-81.520445135098,28.3907897006491
USGS02264100,"BONNET CREEK NEAR VINELAND, FL",Bonnet Creek,-81.52062842,28.32528785
USGS02266200,WHITTENHORSE CREEK NEAR VINELA,"",-81.6164632,28.38500749
USGS02266298,REEDY CREEK ABOVE HW-192 NEAR,Reedy Creek,-81.58118493,28.34862011
USGS02266300,"REEDY CREEK NEAR VINELAND, FL",Reedy Creek,-81.57979604,28.33278738
USGS02266320,REEDY CREEK AT I-4 NEAR LOUGHM,Reedy Creek,-81.57757383,28.298622
USGS02266495,"REEDY CREEK AT S-40, NEAR LOUG",Reedy Creek,-81.54396217,28.27584517
USGS02276575,N FORK ST LUCIE RIVER AT VETER,North Fork Saint Lucie River,-80.32116094,27.27421184
USGS02277100,ST LUCIE RIVER AT SPEEDY POINT,Saint Lucie River,-80.25865917,27.20227002
USGS02290878,"BROAD RIVER NEAR THE CUTOFF, F",Broad River,-81.07674022,25.50177947
USGS02290888,CHATHAM RIVER NEAR THE WATSON,Chatham River,-81.24952111,25.70955014
USGS02290918,LOSTMANS RIVER BELOW SECOND BA,Lostmans River,-81.16452009,25.55594422
USGS02290928,BARRON RIVER AT EVERGLADES CIT,Barron River,-81.3825,25.86972222
USGS02290930,TURNER RIVER NR CHOKOLOSKEE IS,Turner River,-81.34166667,25.82861111
USGS02290940,"NEW RIVER AT SUNDAY BAY, FL",New River,-81.25535402,25.7978801
USGS02290942,LOPEZ RIVER NEAR LOPEZ CAMPSIT,"",-81.29952185,25.79176935
USGS02291610,ESTERO RIVER NEAR THE MOUTH NE,Estero River,-81.85036477,26.43563623
USGS022929176,TELEGRAPH CREEK AT STATE HIGHW,Telegraph Creek,-81.70186111,26.72994444
USGS02293055,"ORANGE RIVER NEAR BUCKINGHAM,",Orange River,-81.75944444,26.69194444
USGS02295420,PAYNE CREEK NEAR BOWLING GREEN,Payne Creek,-81.8256384,27.62059006
USGS02296057,BUCKHORN CREEK NEAR GRIFFINS C,Buckhorn Creek,-81.66591258,27.51809267
USGS02296222,LITTLE CHARLEY BOWLEGS C AB CT,Little Charley Bowlegs Creek,-81.55674311,27.47809352
USGS02296260,CHARLIE CREEK NEAR CREWSVILLE,Charlie Creek,-81.67841283,27.45948376
USGS02296389,OAK CREEK NEAR GARDNER FL,Oak Creek,-81.69646874,27.4119856800001
USGS02296500,CHARLIE CREEK NEAR GARDNER FL,Charlie Creek,-81.79647082,27.37504297
USGS02297100,JOSHUA CREEK AT NOCATEE FL,Joshua Creek,-81.87952822,27.16671794
USGS02297350,PEACE RIVER NR PEACE RIVER HEI,Peace River,-82.00730919,27.07755529
USGS02297460,PEACE RIVER AT HARBOUR HEIGHTS,Peace River,-81.9942538,26.98755887
USGS02297635,SHELL CREEK ON CR 764 NEAR PUN,Shell Creek,-81.8875,26.975
USGS02298123,PRAIRIE CREEK NEAR FORT OGDEN,Prairie Creek,-81.78452667,27.05199986
USGS02298124,PRAIRIE CREEK DOWNSTREAM NEAR,Prairie Creek,-81.78611111,27.05111111
USGS02298170,PRAIRIE CREEK ON CR 764 NEAR P,Prairie Creek,-81.89472222,26.99027778
USGS02298202,SHELL CREEK NEAR PUNTA GORDA F,Shell Creek,-81.93564141,26.98478094
USGS02298300,PEACE RIVER AT PUNTA GORDA FL,Peace River,-82.05842214,26.94394974
USGS02298488,MYAKKA RIVER UPST FROM YOUNGS,Myakka River,-82.1386997,27.42920841
USGS02298492,LONG CREEK NEAR MYAKKA CITY FL,Long Creek,-82.12647725,27.40948691
USGS02298495,MAPLE CREEK NEAR MYAKKA CITY F,Maple Creek,-82.12981065,27.38448789
USGS02298527,OGLEBY CK DNSTR FROM BOGGY CK,Ogleby Creek,-82.18175608,27.40365397
USGS02298530,COKER CREEK NEAR MYAKKA CITY F,Coker Creek,-82.17508928,27.40976483
USGS02298554,MYAKKA RIVER NEAR MYAKKA CITY,Myakka River,-82.14925547,27.36615532
USGS02298955,MYAKKA R AT SNOOK HAVEN CAMP N,Myakka River,-82.33342718,27.10033295
USGS02299230,MYAKKA RIVER AT NORTH PORT CHA,Myakka River,-82.29306553,27.04519625
USGS02299496,MYAKKA R AT EL JOBEAN FL,Myakka River,-82.21259213,26.95811636
USGS02299727,SHAKETT CREEK NEAR NOKOMIS FL,Shakett Creek,-82.43009583,27.14394246
USGS023000095,MANATEE RIVER AT RYE FL,Manatee River,-82.36703751,27.51364999
USGS02300044,BRADEN RIVER NEAR ELWOOD PARK,Braden River,-82.49092922,27.44587501
USGS02300064,BRADEN RIVER AT BRADENTON FL,Braden River,-82.52537409,27.49642834
USGS02300084,FROG CREEK BELOW BISHOP HARBOR,Frog Creek,-82.55611111,27.595
USGS02300546,LITTLE MANATEE R AT RUSKIN FL,Little Manatee River,-82.43842754,27.68864243
USGS02301638,ALAFIA RIVER AT BELL SHOALS NE,Alafia River,-82.27370213,27.85891477
USGS02301718,ALAFIA RIVER AT RIVERVIEW FL,Alafia River,-82.31981413,27.86780308
USGS02301719,ALAFIA RIVER NEAR GIBSONTON FL,Alafia River,-82.3575926,27.8569698700001
USGS02301721,ALAFIA RIVER AT GIBSONTON FL,Alafia River,-82.38425978,27.85974739
USGS02301988,HILLSBOROUGH RIVER AT HWY 39 N,Hillsborough River,-82.16508419,28.19334443
USGS02303000,HILLSBOROUGH RIVER NEAR ZEPHYR,Hillsborough River,-82.23175318,28.15029044
USGS02304510,HILLSBOROUGH RIVER AT ROWLETT,Hillsborough River,-82.43453845,28.02113015
USGS02304520,HILLSBOROUGH RIVER AT SULPHUR,Hillsborough River,-82.45176102,28.01974121
USGS023060013,HILLSBOROUGH R. AT I-275 BRIDG,Hillsborough River,-82.45481664,28.02029672
USGS02306774,ROCKY CREEK AT ST HWY 587 AT C,Rocky Creek,-82.56583333,28.06583333
USGS02310175,ANCLOTE RIVER AT ALT US 19 AT,Anclote River,-82.75649026,28.15779109
USGS02310551,WEEKI WACHEE RIVER ABOVE MUD R,Weeki Wachee River,-82.6314894,28.53582834
USGS02310650,CHASSAHOWITZKA RIVER NEAR HOMO,Chassahowitzka River,-82.57676564,28.71526419
USGS02310700,HOMOSASSA R AT HOMOSASSA FL,Homosassa River,-82.61787794,28.7852609599999
USGS02310947,WITHLACOOCHEE RIVER NEAR CUMPR,Withlacoochee River,-82.05591468,28.31195156
USGS02311500,WITHLACOOCHEE RIVER NEAR DADE,Withlacoochee River,-82.12591619,28.35250422
USGS02312000,"WITHLACOOCHEE RIVER AT TRILBY,",Withlacoochee River,-82.17758499,28.47999812
USGS02312558,WITHLACOOCHEE RIVER AT NOBLETO,Withlacoochee River,-82.25703368,28.644436
USGS02313000,WITHLACOOCHEE RIVER NEAR HOLDE,Withlacoochee River,-82.34954064,28.98886759
USGS02313700,WACCASASSA RIVER NR GULF HAMMO,Waccasassa River,-82.7694469179243,29.204113310976
USGS02318500,"WITHLACOOCHEE RIVER AT US 84,",Withlacoochee River,-83.45361111,30.7930555600001
USGS02319394,"WITHLACOOCHEE RIVER NR LEE, FL",Withlacoochee River,-83.18013979,30.41049435
USGS02320000,"SUWANNEE RIVER AT LURAVILLE, F",Suwannee River,-83.17152472,30.09994513
USGS02322500,SANTA FE RIVER NEAR FORT WHITE,Santa Fe River,-82.71512037,29.84884769
USGS02322800,SANTA FE RIVER NR HILDRETH FLA,Santa Fe River,-82.86040326,29.91162076
USGS02323500,"SUWANNEE RIVER NEAR WILCOX, FL",Suwannee River,-82.93651313,29.58968017
USGS02323592,SUWANNEE RIVER AB GOPHER RIVER,Suwannee River,-83.08651508,29.33940554
USGS02326900,"ST. MARKS RIVER NEAR NEWPORT,",Saint Marks River,-84.1498925,30.26687002
USGS02330450,"CHATTAHOOCHEE RIVER AT HELEN,",Chattahoochee River,-83.72888889,34.70083333
USGS02334430,CHATTAHOOCHEE RIVER AT BUFORD,Chattahoochee River,-84.07888889,34.1569444400001
USGS02334480,RICHLAND CREEK AT SUWANEE DAM,Richland Creek,-84.06991076,34.1325997
USGS02334578,LEVEL CREEK AT SUWANEE DAM ROA,Level Creek,-84.07963356,34.096489
USGS02334620,"DICK CREEK AT OLD ATLANTA RD,",Dick Creek,-84.13019217,34.07148875
